model_id,kegg.module,module_name
APAT2rm,M00013,"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
APAT2rm,M00991,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA"
APAT2rm,M00992,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA"
MMSAD3m,M00119,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate"
MMSAD3m2_MitoCore,M00047,Creatine pathway
ASP1DC,M00047,Creatine pathway
CKc,,
CK,,
ACOAHi,,
ALCD2yf,,
ALCD2if,,
ALDD2xm,M00357,"Methanogenesis, acetate => methane"
ALDD2x,M00357,"Methanogenesis, acetate => methane"
ACSm,M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"
ACS,M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"
ADSL1,M00958,"Adenine ribonucleotide degradation, AMP => Urate"
ADSS,M00029,Urea cycle
ADSS,M00134,"Polyamine biosynthesis, arginine => ornithine => putrescine"
AMPD1,M00029,Urea cycle
AMPD1,M00844,"Arginine biosynthesis, ornithine => arginine"
AMPD1,M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine"
AMPD1,M00978,Ornithine-ammonia cycle
ARGN,M00029,Urea cycle
ARGN,M00844,"Arginine biosynthesis, ornithine => arginine"
ARGN,M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine"
ARGN,M00978,Ornithine-ammonia cycle
ARGSL,M00029,Urea cycle
ARGSL,M00134,"Polyamine biosynthesis, arginine => ornithine => putrescine"
ARGSS,M00868,"Heme biosynthesis, animals and fungi, glycine => heme"
ARGNm,M00121,"Heme biosynthesis, plants and bacteria, glutamate => heme"
ARGNm,M00846,"Siroheme biosynthesis, glutamyl-tRNA => siroheme"
ARGNm,M00868,"Heme biosynthesis, animals and fungi, glycine => heme"
ARGNm,M00926,"Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
ALASm,M00121,"Heme biosynthesis, plants and bacteria, glutamate => heme"
ALASm,M00846,"Siroheme biosynthesis, glutamyl-tRNA => siroheme"
ALASm,M00868,"Heme biosynthesis, animals and fungi, glycine => heme"
ALASm,M00926,"Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
PPBNGS,M00121,"Heme biosynthesis, plants and bacteria, glutamate => heme"
PPBNGS,M00846,"Siroheme biosynthesis, glutamyl-tRNA => siroheme"
PPBNGS,M00868,"Heme biosynthesis, animals and fungi, glycine => heme"
PPBNGS,M00926,"Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
HMBS,M00121,"Heme biosynthesis, plants and bacteria, glutamate => heme"
HMBS,M00868,"Heme biosynthesis, animals and fungi, glycine => heme"
HMBS,M00926,"Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
UPP3S,M00121,"Heme biosynthesis, plants and bacteria, glutamate => heme"
UPP3S,M00868,"Heme biosynthesis, animals and fungi, glycine => heme"
UPPDC1,M00121,"Heme biosynthesis, plants and bacteria, glutamate => heme"
UPPDC1,M00868,"Heme biosynthesis, animals and fungi, glycine => heme"
CPPPGO,M00121,"Heme biosynthesis, plants and bacteria, glutamate => heme"
CPPPGO,M00868,"Heme biosynthesis, animals and fungi, glycine => heme"
PPPGOmB_MitoCore,,
FCLTm,,
HOXG,,
BILIRED,,
BILIRED2_MitoCore,,
PCHOLPm_hs,M00089,Triacylglycerol biosynthesis
GLYK,M00089,Triacylglycerol biosynthesis
GPAMm_hsB_MitoCore,M00093,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"
AGPAT1B_MitoCore,,
CDSm,,
PGPPTm,,
PGPP_hsm_MitoCore,,
CLS_hsm_MitoCore,,
CLPN_MitoCore,M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"
CYTK1m,,
NDPK3m,,
SPODMm,,
GTHP,,
GTHPm,,
